Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid
Echeneis naucrates	173247	Echeneis naucrates	Linnaeus, 1758	SPECIES			live sharksucker	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Carangiformes	1489907	Echeneidae	173245	Echeneis	173246	Echeneis naucrates	173247
Vanessa atalanta	42275	Vanessa atalanta	(Linnaeus, 1758)	SPECIES	Papilio atalanta	Linnaeus, 1758	red admiral	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Vanessa	42274	Vanessa atalanta	42275
Ammospiza nelsoni	2857394	Ammospiza nelsoni	(Allen, 1875)	SPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Passerellidae	1729112	Ammospiza	2517974	Ammospiza nelsoni	2857394
Syngnathus acus	161584	Syngnathus acus	Linnaeus, 1758	SPECIES			greater pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Syngnathus	103719	Syngnathus acus	161584
Drosophila subpulchrella	1486046	Drosophila subpulchrella	Takamori & Watabe, 2006	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila subpulchrella	1486046
Melospiza georgiana	44398	Melospiza georgiana		SPECIES	Fringilla georgiana	Latham, 1790		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Passerellidae	1729112	Melospiza	44395	Melospiza georgiana	44398
Phyllopteryx taeniolatus	161469	Phyllopteryx taeniolatus	(Lacepede, 1804)	SPECIES	Syngnatus taeniolatus	Lacepede, 1804	common seadragon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Phyllopteryx	161468	Phyllopteryx taeniolatus	161469
Lineus longissimus	88925	Lineus longissimus		SPECIES				no	ribbon worms	Eukaryota	2759	Metazoa	33208	Nemertea	6217	Pilidiophora	6218	Heteronemertea	6219	Lineidae	6222	Lineus	6223	Lineus longissimus	88925
Strigops habroptila	2489341	Strigops habroptila	Gray, 1845	SPECIES			Kakapo	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Psittaciformes	9223	Psittacidae	9224	Strigops	35547	Strigops habroptila	2489341
Triplophysa dalaica	1582913	Triplophysa dalaica	(Kessler, 1876)	SPECIES	Diplophysa dalaica	Kessler, 1876		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Nemacheilidae	278171	Triplophysa	341122	Triplophysa dalaica	1582913
Syngnathus typhle	161592	Syngnathus typhle	Linnaeus, 1758	SPECIES			broad-nosed pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Syngnathus	103719	Syngnathus typhle	161592
Rhopalosiphum maidis	43146	Rhopalosiphum maidis	(Fitch, 1856)	SPECIES			corn leaf aphid	no	aphids	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hemiptera	7524	Aphididae	27482	Rhopalosiphum	40931	Rhopalosiphum maidis	43146
Indicator indicator	1002788	Indicator indicator	(Sparrman, 1777)	SPECIES	Cuculus indicator	Sparrman, 1777		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Piciformes	9219	Indicatoridae	189527	Indicator	189528	Indicator indicator	1002788
Papilio machaon	76193	Papilio machaon	Linnaeus, 1758	SPECIES			common yellow swallowtail	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Papilionidae	7143	Papilio	7145	Papilio machaon	76193
Pieris napi	78633	Pieris napi	(Linnaeus, 1758)	SPECIES	Papilio napi	Linnaeus, 1758		no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pieridae	7114	Pieris	7115	Pieris napi	78633
Ammospiza caudacuta	2857398	Ammospiza caudacuta	(Gmelin, 1788)	SPECIES	Oriolus caudacutus	Gmelin, 1788		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Passerellidae	1729112	Ammospiza	2517974	Ammospiza caudacuta	2857398
Cataglyphis hispanica	1086592	Cataglyphis hispanica	(Emery, 1906)	SPECIES				no	ants	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Formicidae	36668	Cataglyphis	47732	Cataglyphis hispanica	1086592
Prinia subflava	208062	Prinia subflava	(Gmelin, JF, 1789)	SPECIES			tawny-flanked prinia	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Cisticolidae	81890	Prinia	81891	Prinia subflava	208062
Oenanthe melanoleuca	2939378	Oenanthe melanoleuca	(Gueldenstaedt, 1775)	SPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Muscicapidae	36291	Oenanthe	245059	Oenanthe melanoleuca	2939378
Vidua macroura	187451	Vidua macroura	(Pallas, 1764)	SPECIES			Pin-tailed whydah	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Estrildidae	37611	Vidua	37613	Vidua macroura	187451
Xiphophorus hellerii	8084	Xiphophorus hellerii	Heckel, 1848	SPECIES			green swordtail	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Poeciliidae	8079	Xiphophorus	8082	Xiphophorus hellerii	8084
Gopherus flavomarginatus	286002	Gopherus flavomarginatus	Legler, 1959	SPECIES			Mexican gopher tortoise	yes	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Testudinidae	8487	Gopherus	38771	Gopherus flavomarginatus	286002
Camelus ferus	419612	Camelus ferus	Przewalski, 1878	SPECIES			Wild Bactrian camel	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Camelidae	9835	Camelus	9836	Camelus ferus	419612
Mytilus trossulus	6551	Mytilus trossulus	Gould, 1850	SPECIES			common blue mussel	no	bivalves	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Bivalvia	6544	Mytilida	6546	Mytilidae	6547	Mytilus	6548	Mytilus trossulus	6551
Scomber japonicus	13676	Scomber japonicus	Houttuyn, 1782	SPECIES			chub mackerel	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Scombriformes	1489894	Scombridae	8224	Scomber	13675	Scomber japonicus	13676
Anopheles moucheti	186751	Anopheles moucheti	Evans, 1925	SPECIES			mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles moucheti	186751
Apodemus sylvaticus	10129	Apodemus sylvaticus		SPECIES	Mus sylvaticus	Linnaeus, 1758	European woodmouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Apodemus	10128	Apodemus sylvaticus	10129
Brienomyrus brachyistius	42636	Brienomyrus brachyistius	(Gill, 1862)	SPECIES	Marcusenius brachyistius	Gill, 1862		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Osteoglossiformes	41712	Mormyridae	31092	Brienomyrus	42634	Brienomyrus brachyistius	42636
Leguminivora glycinivorella	1035111	Leguminivora glycinivorella	(Matsumura, 1898)	SPECIES	Grapholitha glycinivorella	Matsumura, 1900		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Tortricidae	7139	Leguminivora	581577	Leguminivora glycinivorella	1035111
Notolabrus celidotus	1203425	Notolabrus celidotus	(Bloch & Schneider, 1801)	SPECIES	Labrus celidotus	Bloch & Schneider, 1801	New Zealand spotty	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Labriformes	1489928	Labridae	8247	Notolabrus	98381	Notolabrus celidotus	1203425
Cinclus cinclus	127875	Cinclus cinclus		SPECIES	Sturnus cinclus	Linnaeus, 1758		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Cinclidae	127873	Cinclus	127874	Cinclus cinclus	127875
Zootoca vivipara	8524	Zootoca vivipara	(von Jacquin, 1787)	SPECIES	Lacerta vivipara	von Jacquin, 1787	common lizard	yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Lacertidae	8522	Zootoca	141678	Zootoca vivipara	8524
Polyodon spathula	7913	Polyodon spathula	(Walbaum, 1792)	SPECIES	Squalus spathula	Walbaum, 1792	Mississippi paddlefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Acipenseriformes	7899	Polyodontidae	7911	Polyodon	7912	Polyodon spathula	7913
Limanda limanda	27771	Limanda limanda	(Linnaeus, 1758)	SPECIES			common dab	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Pleuronectidae	8256	Limanda	8257	Limanda limanda	27771
Globicephala melas	9731	Globicephala melas		SPECIES	Delphinus melas	Traill, 1809	long-finned pilot whale	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Delphinidae	9726	Globicephala	9729	Globicephala melas	9731
Conger conger	82655	Conger conger	(Linnaeus, 1758)	SPECIES	Muraena conger	Linnaeus, 1758	European conger	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Anguilliformes	7933	Congridae	7941	Conger	7942	Conger conger	82655
Bolinopsis microptera	2820187	Bolinopsis microptera	(Agassiz, 1865)	SPECIES	Bolina microptera	Agassiz, 1865		no	comb jellies	Eukaryota	2759	Metazoa	33208	Ctenophora	10197	Tentaculata	140493	Lobata	27921	Bolinopsidae	51105	Bolinopsis	51106	Bolinopsis microptera	2820187
Myotis daubentonii	98922	Myotis daubentonii	(Kuhl, 1817)	SPECIES	Vespertilio daubentonii	Kuhl, 1817	Daubenton's bat	no	bats	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Chiroptera	9397	Vespertilionidae	9431	Myotis	9434	Myotis daubentonii	98922
Drosophila gunungcola	103775	Drosophila gunungcola	Sultana, Kimura & Toda, 1999	SPECIES			fruit fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila gunungcola	103775
Vespa crabro	7445	Vespa crabro	Linnaeus, 1758	SPECIES			European hornet	no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Vespidae	7438	Vespa	7443	Vespa crabro	7445
Onychomys torridus	38674	Onychomys torridus		SPECIES	Hesperomys torridus	Coues, 1874	southern grasshopper mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Onychomys	38667	Onychomys torridus	38674
Maniola hyperantus	2795564	Maniola hyperantus	(Linnaeus, 1758)	SPECIES	Papilio hyperantus		ringlet	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Maniola	111919	Maniola hyperantus	2795564
Halichondria panicea	6063	Halichondria panicea	(Pallas, 1766)	SPECIES	Spongia panicea	Pallas, 1766		no	sponges	Eukaryota	2759	Metazoa	33208	Porifera	6040	Demospongiae	6042	Suberitida	1779162	Halichondriidae	6060	Halichondria	6061	Halichondria panicea	6063
Puntigrus tetrazona	1606681	Puntigrus tetrazona	(Bleeker, 1855)	SPECIES	Capoeta tetrazona	Bleeker, 1855	Sumatra barb	yes	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Puntigrus	1606679	Puntigrus tetrazona	1606681
Lampris incognitus	2546036	Lampris incognitus	Underkoffler, Luers, Hyde & Craig, 2018	SPECIES			smalleye Pacific opah	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Lampriformes	81386	Lampridae	81368	Lampris	81369	Lampris incognitus	2546036
Cervus canadensis	1574408	Cervus canadensis	Erxleben, 1777	SPECIES				no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Cervidae	9850	Cervus	9859	Cervus canadensis	1574408
Podarcis muralis	64176	Podarcis muralis	(Dumeril & Bibron, 1839)	SPECIES	Seps muralis	Laurenti, 1768	Common wall lizard	no	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Lacertidae	8522	Podarcis	42163	Podarcis muralis	64176
Uloborus diversus	327109	Uloborus diversus	Marx, 1898	SPECIES				no	spiders	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Arachnida	6854	Araneae	6893	Uloboridae	93708	Uloborus	94032	Uloborus diversus	327109
Gadus chalcogrammus	1042646	Gadus chalcogrammus	Pallas, 1814	SPECIES			walleye pollock	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Gadiformes	8043	Gadidae	8045	Gadus	8048	Gadus chalcogrammus	1042646
Dermacentor silvarum	543639	Dermacentor silvarum	Olenev, 1931	SPECIES				no	mites & ticks	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Arachnida	6854	Ixodida	6935	Ixodidae	6939	Dermacentor	34619	Dermacentor silvarum	543639
Theropithecus gelada	9565	Theropithecus gelada	(Rueppell, 1835)	SPECIES	Macacus gelada	Rüppell, 1835	gelada	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Theropithecus	9564	Theropithecus gelada	9565
Symsagittifera roscoffensis	84072	Symsagittifera roscoffensis		SPECIES				no	animals	Eukaryota	2759	Metazoa	33208	Xenacoelomorpha	1312402			Acoela	31265	Sagittiferidae	170511	Symsagittifera	90915	Symsagittifera roscoffensis	84072
Mustela nigripes	77151	Mustela nigripes		SPECIES	Putorius nigripes	Audubon & Bachman, 1851	black-footed ferret	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Mustelidae	9655	Mustela	9665	Mustela nigripes	77151
Panthera onca	9690	Panthera onca		SPECIES			jaguar	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Panthera	9688	Panthera onca	9690
Nematolebias whitei	451745	Nematolebias whitei	(Myers, 1942)	SPECIES	Cynolebias whitei	Myers, 1942	Rio pearlfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Rivulidae	28771	Nematolebias	942014	Nematolebias whitei	451745
Osmia bicornis bicornis	1437191	Osmia bicornis bicornis		SUBSPECIES				no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Megachilidae	124286	Osmia	124287	Osmia bicornis	1437190
Hemicordylus capensis	884348	Hemicordylus capensis		SPECIES	Cordylus capensis	Smith, 1838	graceful crag lizard	no	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Cordylidae	52173	Hemicordylus	885524	Hemicordylus capensis	884348
Leopardus geoffroyi	46844	Leopardus geoffroyi		SPECIES	Felis geoffroyi	d'Orbigny & Gervais, 1844	Geoffroy's cat	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Leopardus	46841	Leopardus geoffroyi	46844
Mustela lutreola	9666	Mustela lutreola	Linnaeus, 1761	SPECIES			European mink	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Mustelidae	9655	Mustela	9665	Mustela lutreola	9666
Cynocephalus volans	110931	Cynocephalus volans		SPECIES	Lemur volans	Linnaeus, 1758	Philippine flying lemur	no	placentals	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Dermoptera	30656	Cynocephalidae	30657	Cynocephalus	9456	Cynocephalus volans	110931
Dama dama	30532	Dama dama		SPECIES	Cervus dama	Linnaeus, 1758	fallow deer	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Cervidae	9850	Dama	9867	Dama dama	30532
Candoia aspera	51853	Candoia aspera		SPECIES	Erebophis aspera	Günther, 1877		yes	snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Boidae	8572	Candoia	51852	Candoia aspera	51853
Antechinus flavipes	38775	Antechinus flavipes		SPECIES	Phascogale flavipes	Waterhouse, 1838	yellow-footed antechinus	no	marsupials	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Dasyuromorphia	38608	Dasyuridae	9277	Antechinus	9282	Antechinus flavipes	38775
Mesoplodon densirostris	48708	Mesoplodon densirostris		SPECIES	Delphinus densirostris	Blainville, 1817	Blainville's beaked whale	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Ziphiidae	9756	Mesoplodon	9757	Mesoplodon densirostris	48708
Bos javanicus	9906	Bos javanicus	d'Alton, 1823	SPECIES			banteng	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Bos	9903	Bos javanicus	9906
Nerophis lumbriciformis	546530	Nerophis lumbriciformis	(Jenyns, 1835)	SPECIES	Syngnathus lumbriciformis	Jenyns, 1835	worm pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Nerophis	159076	Nerophis lumbriciformis	546530
Balaenoptera ricei	2746895	Balaenoptera ricei	Rosel, Wilcox, Yamada, & Mullin, 2021	SPECIES			Rice's whale	yes	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Balaenopteridae	9765	Balaenoptera	9766	Balaenoptera ricei	2746895
Mustela erminea	36723	Mustela erminea	Linnaeus, 1758	SPECIES			ermine	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Mustelidae	9655	Mustela	9665	Mustela erminea	36723
Drosophila sulfurigaster albostrigata	89887	Drosophila sulfurigaster albostrigata		SUBSPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila sulfurigaster	88886
Chionomys nivalis	269649	Chionomys nivalis	(Martins, 1842)	SPECIES	Arvicola nivalis	Martins, 1842	European snow vole	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Chionomys	269648	Chionomys nivalis	269649
Euleptes europaea	460621	Euleptes europaea	Gene, 1839	SPECIES	Ptyodactylus caudivolvolus	Gravenhorst, 1832	tarantolino	yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Sphaerodactylidae	1329929	Euleptes	460620	Euleptes europaea	460621
Megalops cyprinoides	118141	Megalops cyprinoides	(Broussonet, 1782)	SPECIES	Clupea cyprinoides	Broussonet, 1782	Indo-Pacific tarpon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Elopiformes	7925	Megalopidae	7930	Megalops	7931	Megalops cyprinoides	118141
Dunckerocampus dactyliophorus	161453	Dunckerocampus dactyliophorus	(Bleeker, 1853)	SPECIES	Syngnathus dactyliophorus	Bleeker, 1853	ringed pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Dunckerocampus	587050	Dunckerocampus dactyliophorus	161453
Synchiropus splendidus	270530	Synchiropus splendidus	(Herre, 1927)	SPECIES	Callionymus splendidus	Herre, 1927	mandarinfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Callionymidae	30908	Synchiropus	215387	Synchiropus splendidus	270530
Mobula hypostoma	723540	Mobula hypostoma	(Bancroft, 1831)	SPECIES	Cephalopterus hypostomus	Bancroft, 1831	lesser devil ray	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Myliobatiformes	117851	Myliobatidae	1158979	Mobula	86365	Mobula hypostoma	723540
Geotrypetes seraphini	260995	Geotrypetes seraphini	(Dumeril, 1859)	SPECIES	Caecilia seraphini	Duméril, 1859		no	caecilians	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Gymnophiona	8445	Dermophiidae	264006	Geotrypetes	260994	Geotrypetes seraphini	260995
Drosophila nasuta	42062	Drosophila nasuta	Lamb, 1914	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila nasuta	42062
Cydia fagiglandana	1458189	Cydia fagiglandana	(Zeller, 1841)	SPECIES	Tortrix fagiglandana	Zeller, 1841		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Tortricidae	7139	Cydia	82599	Cydia fagiglandana	1458189
Rhineura floridana	261503	Rhineura floridana		SPECIES	Lepidosternon floridanum	Baird, 1858		yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Rhineuridae	1329913	Rhineura	261502	Rhineura floridana	261503
Toxotes jaculatrix	941984	Toxotes jaculatrix	(Pallas, 1767)	SPECIES	Sciaena jaculatrix	Pallas, 1767	banded archerfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623			Toxotidae	30876	Toxotes	270536	Toxotes jaculatrix	941984
Myripristis murdjan	586833	Myripristis murdjan	(Fabricius, 1775)	SPECIES	Sciaena murdjan	Fabricius, 1775	pinecone soldierfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Holocentriformes	1490028	Holocentridae	47697	Myripristis	47699	Myripristis murdjan	586833
Heteronotia binoei	13085	Heteronotia binoei	Gray, 1845	SPECIES	Heteronota binoei	Gray, 1845	prickly gecko	yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Gekkonidae	8561	Heteronotia	13084	Heteronotia binoei	13085
Leptidea sinapis	189913	Leptidea sinapis	(Linnaeus, 1758)	SPECIES	Papilio sinapis	Linnaeus, 1758		no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pieridae	7114	Leptidea	189907	Leptidea sinapis	189913
Girardinichthys multiradiatus	208333	Girardinichthys multiradiatus		SPECIES	Characodon multiradiatus	Meek, 1904		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Goodeidae	28758	Girardinichthys	208332	Girardinichthys multiradiatus	208333
Argiope bruennichi	94029	Argiope bruennichi	(Scopoli, 1772)	SPECIES				no	spiders	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Arachnida	6854	Araneae	6893	Araneidae	6913	Argiope	94028	Argiope bruennichi	94029
Trichomycterus rosablanca	2290929	Trichomycterus rosablanca	Mesa S., Lasso, Ochoa & DoNascimiento, 2018	SPECIES				yes	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Trichomycteridae	30994	Trichomycterus	36719	Trichomycterus rosablanca	2290929
Gopherus evgoodei	1825980	Gopherus evgoodei	Edwards, Karl, Vaughn, Rosen, Meléndez-Torres & Murphy, 2016	SPECIES			Goodes thornscrub tortoise	yes	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Testudinidae	8487	Gopherus	38771	Gopherus evgoodei	1825980
Sebastes umbrosus	72105	Sebastes umbrosus	(Jordan & Gilbert, 1882)	SPECIES	Sebastichthys umbrosus	Jordan & Gilbert, 1882	honeycomb rockfish	yes	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Sebastidae	274692	Sebastes	34820	Sebastes umbrosus	72105
Cydia strobilella	1100964	Cydia strobilella	(Linnaeus, 1758)	SPECIES	Phalaena strobilella	Linnaeus, 1758		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Tortricidae	7139	Cydia	82599	Cydia strobilella	1100964
Phacochoerus africanus	41426	Phacochoerus africanus	(Gmelin, 1788)	SPECIES			Common warthog	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Suidae	9821	Phacochoerus	41425	Phacochoerus africanus	41426
Melanotaenia boesemani	1250792	Melanotaenia boesemani	Allen & Cross, 1980	SPECIES			Boeseman's rainbowfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Atheriniformes	8075	Melanotaeniidae	30700	Melanotaenia	32459	Melanotaenia boesemani	1250792
Bombus huntii	85661	Bombus huntii	Greene, 1860	SPECIES				no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Bombus	28641	Bombus huntii	85661
Bombus pascuorum	65598	Bombus pascuorum	(Scopoli, 1763)	SPECIES	Apis pascuorum	Scopoli, 1763		no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Bombus	28641	Bombus pascuorum	65598
Cydia amplana	1869771	Cydia amplana		SPECIES	Tortrix amplana	Hübner, 1796		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Tortricidae	7139	Cydia	82599	Cydia amplana	1869771
Vespula vulgaris	7454	Vespula vulgaris	(Linnaeus, 1758)	SPECIES				no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Vespidae	7438	Vespula	7451	Vespula vulgaris	7454
Neodiprion lecontei	441921	Neodiprion lecontei	(Fitch, 1858)	SPECIES	Lophyrus lecontei		redheaded pine sawfly	no	hymenopterans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Diprionidae	52632	Neodiprion	270857	Neodiprion lecontei	441921
Lynx canadensis	61383	Lynx canadensis	Kerr, 1792	SPECIES			Canada lynx	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Lynx	13124	Lynx canadensis	61383
