Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid
Harmonia axyridis	115357	Harmonia axyridis	(Pallas, 1773)	SPECIES				no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Coccinellidae	7080	Harmonia	115356	Harmonia axyridis	115357
Aphis gossypii	80765	Aphis gossypii	Glover, 1877	SPECIES			cotton aphid	no	aphids	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hemiptera	7524	Aphididae	27482	Aphis	80764	Aphis gossypii	80765
Oryzias melastigma	30732	Oryzias melastigma	(McClelland, 1839)	SPECIES	Aplocheilus melastigmus	McClelland, 1839	Indian medaka	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Beloniformes	76071	Adrianichthyidae	47757	Oryzias	8089	Oryzias melastigma	30732
Drosophila pseudoobscura	7237	Drosophila pseudoobscura	Frolova & Astaurov, 1929	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila pseudoobscura	7237
Takifugu rubripes	31033	Takifugu rubripes	(Temminck & Schlegel, 1850)	SPECIES			torafugu	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Tetraodontiformes	31022	Tetraodontidae	31031	Takifugu	31032	Takifugu rubripes	31033
Culex quinquefasciatus	7176	Culex quinquefasciatus	Say, 1823	SPECIES			southern house mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Culex	7174	Culex quinquefasciatus	7176
Lates calcarifer	8187	Lates calcarifer	(Bloch, 1790)	SPECIES	Holocentrus calcarifer	Bloch, 1790	barramundi perch	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623			Centropomidae	8184	Lates	8186	Lates calcarifer	8187
Biomphalaria glabrata	6526	Biomphalaria glabrata	(Say, 1818)	SPECIES	Planorbis glabratus	Say, 1818		no	gastropods	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Gastropoda	6448			Planorbidae	6524	Biomphalaria	6525	Biomphalaria glabrata	6526
Tursiops truncatus	9739	Tursiops truncatus	Gervais, 1855	SPECIES	Delphinus truncatus	Montagu, 1821	common bottlenose dolphin	yes	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Delphinidae	9726	Tursiops	9738	Tursiops truncatus	9739
Oncorhynchus tshawytscha	74940	Oncorhynchus tshawytscha	(Walbaum, 1792)	SPECIES	Salmo tshawytscha	Walbaum, 1792	Chinook salmon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Oncorhynchus	8016	Oncorhynchus tshawytscha	74940
Spodoptera litura	69820	Spodoptera litura	(Fabricius, 1775)	SPECIES				no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Noctuidae	7100	Spodoptera	7106	Spodoptera litura	69820
Caenorhabditis briggsae	6238	Caenorhabditis briggsae	Dougherty & Nigon, 1949	SPECIES				no	nematodes	Eukaryota	2759	Metazoa	33208	Nematoda	6231	Chromadorea	119089	Rhabditida	6236	Rhabditidae	6243	Caenorhabditis	6237	Caenorhabditis briggsae	6238
Poecilia reticulata	8081	Poecilia reticulata	Peters, 1859	SPECIES			guppy	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Poeciliidae	8079	Poecilia	8080	Poecilia reticulata	8081
Peromyscus maniculatus bairdii	230844	Peromyscus maniculatus bairdii		SUBSPECIES			prairie deer mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Peromyscus	10040	Peromyscus maniculatus	10042
Zeugodacus cucurbitae	28588	Zeugodacus cucurbitae	(Coquillett, 1899)	SPECIES			melon fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Tephritidae	7211	Zeugodacus	47833	Zeugodacus cucurbitae	28588
Drosophila ananassae	7217	Drosophila ananassae	Doleschall, 1858	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila ananassae	7217
Anolis carolinensis	28377	Anolis carolinensis	Voigt, 1832	SPECIES			green anole	yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Dactyloidae	2024747	Anolis	28376	Anolis carolinensis	28377
Leucoraja erinacea	7782	Leucoraja erinacea	(Mitchill, 1825)	SPECIES	Raja erinaceus	Mitchill, 1825	little skate	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Rajiformes	7858	Rajidae	30475	Leucoraja	117861	Leucoraja erinacea	7782
Drosophila suzukii	28584	Drosophila suzukii	(Matsumura, 1931)	SPECIES	Leucophenga suzukii	Matsumura, 1931		no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila suzukii	28584
Oncorhynchus kisutch	8019	Oncorhynchus kisutch	(Walbaum, 1792)	SPECIES	Salmo kisatch	Walbaum, 1792	coho salmon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Oncorhynchus	8016	Oncorhynchus kisutch	8019
Ailuropoda melanoleuca	9646	Ailuropoda melanoleuca	(David, 1869)	SPECIES			giant panda	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Ursidae	9632	Ailuropoda	9645	Ailuropoda melanoleuca	9646
Rhinolophus ferrumequinum	59479	Rhinolophus ferrumequinum	(Schreber, 1774)	SPECIES	Vespertilio ferrumequinum	Schreber, 1774	greater horseshoe bat	no	bats	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Chiroptera	9397	Rhinolophidae	58055	Rhinolophus	49442	Rhinolophus ferrumequinum	59479
Camelus dromedarius	9838	Camelus dromedarius	Linnaeus, 1758	SPECIES			Arabian camel	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Camelidae	9835	Camelus	9836	Camelus dromedarius	9838
Hermetia illucens	343691	Hermetia illucens	(Linnaeus, 1758)	SPECIES			black soldier fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Stratiomyidae	34687	Hermetia	343581	Hermetia illucens	343691
Petromyzon marinus	7757	Petromyzon marinus	Linnaeus, 1758	SPECIES			sea lamprey	no	lampreys	Eukaryota	2759	Metazoa	33208	Chordata	7711	Hyperoartia	117569	Petromyzontiformes	7745	Petromyzontidae	7746	Petromyzon	7756	Petromyzon marinus	7757
Labeo rohita	84645	Labeo rohita	(Hamilton, 1822)	SPECIES	Cyprinus rohita	Hamilton, 1822	rohu	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Labeo	84644	Labeo rohita	84645
Cherax quadricarinatus	27406	Cherax quadricarinatus	(von Martens, 1868)	SPECIES				no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Parastacidae	37850	Cherax	6722	Cherax quadricarinatus	27406
Neogale vison	452646	Neogale vison	(von Schreber, 1776)	SPECIES	Mustela vison	von Schreber, 1776	American mink	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Mustelidae	9655	Neogale	2902005	Neogale vison	452646
Anastrepha ludens	28586	Anastrepha ludens	(Loew, 1873)	SPECIES	Trypeta ludens	Loew, 1873	Mexican fruit fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Tephritidae	7211	Anastrepha	28585	Anastrepha ludens	28586
Drosophila yakuba	7245	Drosophila yakuba	Burla, 1954	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila yakuba	7245
Megalobrama amblycephala	75352	Megalobrama amblycephala	Yih, 1955	SPECIES			Wuchang bream	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Xenocyprididae	2743745	Megalobrama	75351	Megalobrama amblycephala	75352
Pomacea canaliculata	400727	Pomacea canaliculata	(Lamarck, 1828)	SPECIES				no	gastropods	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Gastropoda	6448	Architaenioglossa	75116	Ampullariidae	54973	Pomacea	72702	Pomacea canaliculata	400727
Manduca sexta	7130	Manduca sexta	(Linnaeus, 1763)	SPECIES	Sphinx sexta	Linnaeus, 1763	tobacco hornworm	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Sphingidae	7128	Manduca	7129	Manduca sexta	7130
Danaus plexippus	13037	Danaus plexippus	(Linnaeus, 1758)	SPECIES	Papilio plexippus	Linnaeus, 1758	monarch butterfly	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Danaus	13036	Danaus plexippus	13037
Trachemys scripta elegans	31138	Trachemys scripta elegans	(Wied 1838)	SUBSPECIES	Emys elegans	Wied, 1839		no	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Emydidae	8476	Trachemys	34902	Trachemys scripta	34903
Panthera tigris	9694	Panthera tigris		SPECIES	Felis tigris	Linnaeus, 1758	tiger	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Panthera	9688	Panthera tigris	9694
Sarcophilus harrisii	9305	Sarcophilus harrisii	(Boitard, 1841)	SPECIES	Ursinus harrisii	Boitard, 1841	Tasmanian devil	no	marsupials	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Dasyuromorphia	38608	Dasyuridae	9277	Sarcophilus	9304	Sarcophilus harrisii	9305
Pangasianodon hypophthalmus	310915	Pangasianodon hypophthalmus	(Sauvage, 1878)	SPECIES	Helicophagus hypophthalmus	Sauvage, 1878	striped catfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Pangasiidae	7999	Pangasianodon	30992	Pangasianodon hypophthalmus	310915
Carassius carassius	217509	Carassius carassius	(Linnaeus, 1758)	SPECIES	Cyprinus carassius	Linnaeus, 1758	crucian carp	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Carassius	7956	Carassius carassius	217509
Solea senegalensis	28829	Solea senegalensis	Kaup, 1858	SPECIES			Senegalese sole	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Soleidae	30948	Solea	28828	Solea senegalensis	28829
Trichoplusia ni	7111	Trichoplusia ni	(Hubner, 1803)	SPECIES			cabbage looper	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Noctuidae	7100	Trichoplusia	7110	Trichoplusia ni	7111
Anopheles funestus	62324	Anopheles funestus	Giles, 1900	SPECIES			African malaria mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles funestus	62324
Siniperca chuatsi	119488	Siniperca chuatsi	(Basilewsky, 1855)	SPECIES	Perca chuatsi	Basilewsky, 1855	mandarin fish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Centrarchiformes	1489940	Sinipercidae	119486	Siniperca	119487	Siniperca chuatsi	119488
Anopheles darlingi	43151	Anopheles darlingi	Root, 1926	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles darlingi	43151
Pieris rapae	64459	Pieris rapae	(Linnaeus, 1758)	SPECIES	Papilio rapae	Linnaeus, 1758	cabbage white	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pieridae	7114	Pieris	7115	Pieris rapae	64459
Lytechinus variegatus	7654	Lytechinus variegatus	(Lamarck, 1816)	SPECIES			green sea urchin	no	sea urchins	Eukaryota	2759	Metazoa	33208	Echinodermata	7586	Echinoidea	7625	Temnopleuroida	31184	Toxopneustidae	31185	Lytechinus	7652	Lytechinus variegatus	7654
Betta splendens	158456	Betta splendens	Regan, 1910	SPECIES			Siamese fighting fish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Anabantiformes	1489900	Osphronemidae	270602	Betta	158455	Betta splendens	158456
Bicyclus anynana	110368	Bicyclus anynana	(Butler, 1879)	SPECIES	Mycalesis anynana	Butler, 1879	squinting bush brown	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Bicyclus	110367	Bicyclus anynana	110368
Microtus ochrogaster	79684	Microtus ochrogaster		SPECIES	Hypudaeus ochrogaster	Wagner, 1842	prairie vole	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Cricetidae	337677	Microtus	10053	Microtus ochrogaster	79684
Elephas maximus indicus	99487	Elephas maximus indicus	Cuvier, 1798	SUBSPECIES				no	placentals	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Proboscidea	9779	Elephantidae	9780	Elephas	9782	Elephas maximus	9783
Loxodonta africana	9785	Loxodonta africana		SPECIES	Elephas africanus	Blumenbach, 1797	African savanna elephant	no	placentals	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Proboscidea	9779	Elephantidae	9780	Loxodonta	9784	Loxodonta africana	9785
Meriones unguiculatus	10047	Meriones unguiculatus		SPECIES			Mongolian gerbil	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Meriones	10046	Meriones unguiculatus	10047
